"","combineId","playerId","combineYear","combinePosition","combineHeight","combineWeight","nameFirst","nameLast","nameFull","position","collegeId","nflId","college","heightInches","weight","dob","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone"
"1177",15522,20040673,2004,"DE",78,294,"Tommy","Kelly","Tommy Kelly","DT",39762,"2505830","Mississippi State",78,310,"1980-12-27",23.3397260273973,4.87,25,24,4.45,105,7.79
"1182",15527,20040042,2004,"DE",75.3,263,"Travis","LaBoy","Travis LaBoy","DE",96813,"2506083","Hawaii",75,250,"1981-08-20",22.6931506849315,4.71,35.5,35,4.07,126,7.01
"1183",15528,20040181,2004,"TE",78,264,"Nate","Lawrie","Nate Lawrie","TE",6510,"2506095","Yale",78,255,"1981-10-07",22.5616438356164,4.87,34,23,4.12,117,6.71
"1185",15530,20040167,2004,"C",74.9,290,"Nick","Leckey","Nick Leckey","C",66506,"2506092","Kansas State",75,291,"1982-03-12",22.1342465753425,5.23,27,18,4.47,97,7.71
"1186",15531,20040037,2004,"OLB",73.5,240,"Teddy","Lehman","Teddy Lehman","LB",73019,"2505978","Oklahoma",73,249,"1981-11-18",22.4465753424658,4.55,34.5,26,4.06,113,6.91
"1187",15532,20040442,2004,"OT",79,317,"Brad","Lekkerkerker","Brad Lekkerkerker","OT",95616,"2505717","UC-Davis",79,330,"1978-05-08",25.9808219178082,5.39,27.5,23,4.71,102,7.94
"1189",15534,20040140,2004,"OLB",71.8,227,"Alex","Lewis","Alex Lewis","LB",53706,"2506009","Wisconsin",72,230,"1981-06-11",22.8849315068493,4.72,34.5,25,4.28,121,7.06
"1190",15535,20040198,2004,"FS",72.5,204,"Keith","Lewis","Keith Lewis","S",97403,"2505906","Oregon",72,220,"1981-10-20",22.5260273972603,4.58,37,11,4.07,121,7.28
"1191",15536,20040084,2004,"OG",76,308,"Sean","Locklear","Sean Locklear","OT",27607,"2506044","NC State",76,310,"1981-05-29",22.9205479452055,5.19,29,27,4.56,100,7.85
"1200",15545,20040241,2004,"TE",77.1,264,"Sean","McHugh","Sean McHugh","TE",16802,"2505924","Penn State",77,265,"1982-05-27",21.9260273972603,4.92,29,18,4.09,115,7.36
"1203",15548,20040080,2004,"ILB",75.3,224,"Caleb","Miller","Caleb Miller","LB",72701,"2506043","Arkansas",75,225,"1980-09-03",23.6547945205479,4.71,34.5,23,3.93,120,6.85
"1204",15549,20040180,2004,"OT",77.9,308,"Jim","Molinaro","Jim Molinaro","OT",46556,"2505890","Notre Dame",78,310,"1981-04-27",23.0082191780822,5.09,29.5,21,4.6,105,7.75
"1210",15555,20040565,2004,"DE",75.3,269,"Gabe","Nyenhuis","Gabe Nyenhuis","DE",80309,"2522320","Colorado",75,269,"1981-06-26",22.8438356164384,4.78,39,25,4.03,124,6.92
"1211",15556,20040057,2004,"DE",77.8,274,"Antwan","Odom","Antwan Odom","DE",35487,"2506105","Alabama",77,275,"1981-09-24",22.5972602739726,4.74,37,21,4.44,114,7.3
"1213",15558,20040035,2004,"DT",77.3,315,"Igor","Olshansky","Igor Olshansky","DE",97403,"2506102","Oregon",77,315,"1982-05-03",21.9917808219178,5.01,33.5,41,4.41,110,7.61
"1215",15560,20040221,2004,"OT",78.1,323,"Tony","Pape","Tony Pape","OG",48109,"2506073","Michigan",78,302,"1981-09-29",22.5835616438356,5.35,27,26,4.6,97,8.01
"1216",15561,20040561,2004,"SS",73.9,213,"Arnold","Parker","Arnold Parker","S",84112,"2505784","Utah",74,210,"1981-07-01",22.8301369863014,4.52,35.5,18,4.12,120,6.98
"1218",15563,20040522,2004,"OT",77.9,330,"Josh","Parrish","Josh Parrish","OG",99164,"M000616","Washington State",78,322,"1980-04-25",24.013698630137,5.39,28,20,4.61,104,8.24
"1222",15567,20040083,2004,"OG",76,312,"Stephen","Peterman","Stephen Peterman","OG",70803,"2506001","Louisiana State",76,323,"1982-01-11",22.2986301369863,5.45,24.5,23,4.68,95,7.87
"1223",15568,20040667,2004,"TE",76.5,336,"Jason","Peters","Jason Peters","OT",72701,"2505827","Arkansas",76,328,"1982-01-22",22.2684931506849,4.99,29,21,4.75,115,7.7
"1226",15571,20040592,2004,"TE",78,250,"Brett","Pierce","Brett Pierce","TE",94305,"2505797","Stanford",77,260,"1981-01-07",23.3095890410959,4.95,27,19,4.39,103,7.15
"1227",15572,20040555,2004,"FB",71.6,246,"Lousaka","Polite","Lousaka Polite","FB",15260,"2505781","Pittsburgh",72,245,"1981-09-14",22.6246575342466,4.65,32,28,4.18,117,7.45
"1234",15579,20040712,2004,"OG",78.3,323,"Alan","Reuber","Alan Reuber","OT",77843,"2505848","Texas A&M",78,310,"1981-01-26",23.2575342465753,5.52,29,26,4.91,98,7.95
"1235",15580,20040165,2004,"ILB",75.5,251,"Robert","Reynolds","Robert Reynolds","LB",43210,"2505957","Ohio State",75,242,"1981-05-20",22.9452054794521,4.79,32.5,18,3.94,116,7.17
"1238",15583,20040246,2004,"OT",77.6,319,"Brian","Rimpf","Brian Rimpf","OT",27858,"2506024","East Carolina (NC)",77,319,"1981-02-11",23.213698630137,5.4,28,31,4.66,105,7.97
"1240",15585,20040669,2004,"DE",75,259,"Constantin","Ritzmann","Constantin Ritzmann","DE",37998,"2505828","Tennessee",75,254,"1979-12-20",24.3616438356164,4.97,29,24,4.48,108,7.39
"1242",15587,20040010,2004,"CB",70.6,186,"Dunta","Robinson","Dunta Robinson","DB",29208,"2505935","South Carolina",70,183,"1982-04-11",22.0520547945205,4.35,36,15,3.75,120,6.97
"1245",15590,20040613,2004,"RB",67,195,"Fred","Russell","Fred Russell","RB",52242,"2505806","Iowa",70,195,"1980-09-14",23.6246575342466,4.51,34,21,4.3,121,7.09
"1249",15594,20040044,2004,"SS",68.4,204,"Bob","Sanders","Bob Sanders","S",52242,"2506123","Iowa",68,206,"1981-02-24",23.1780821917808,4.4,41.5,15,3.91,128,6.7
"1251",15596,20040103,2004,"DE",77,271,"Bo","Schobel","Bo Schobel","DE",76109,"2506051","Texas Christian",77,264,"1981-03-24",23.1013698630137,4.82,32.5,25,4.38,109,6.94
"1252",15597,20040067,2004,"FS",74,218,"Stuart","Schweigert","Stuart Schweigert","S",47906,"2506036","Purdue",73,210,"1981-06-21",22.8575342465753,4.45,38,18,3.89,124,6.68
"1255",15600,20040141,2004,"OT",76.9,281,"Jake","Scott","Jake Scott","OG",83844,"2505954","Idaho",77,292,"1981-04-16",23.0383561643836,5.04,34.5,24,4.68,110,7.96
"1257",15602,20040190,2004,"C",73.6,301,"Josh","Sewell","Josh Sewell","C",68588,"2525347","Nebraska",74,288,"1981-07-26",22.7616438356164,5.06,30,30,4.24,99,7.53
"1259",15604,20040495,2004,"DE",76.6,265,"Andrew","Shull","Andrew Shull","DE",66506,"M000215","Kansas State",76,265,"1981-04-02",23.0767123287671,4.95,30.5,16,4.28,107,7.46
"1260",15605,20040036,2004,"DT",76.5,344,"Junior","Siavii","Junior Siavii","DT",97403,"2505922","Oregon",77,315,"1978-11-14",25.4602739726027,5.18,24.5,31,4.84,93,7.93
"1262",15607,20040046,2004,"OG",75.3,298,"Justin","Smiley","Justin Smiley","OG",35487,"2506084","Alabama",75,310,"1981-11-11",22.4657534246575,5,32,19,4.41,111,7.72
"1268",15613,20040034,2004,"OG",74.8,314,"Chris","Snee","Chris Snee","OG",2459,"2506028","Boston",75,305,"1982-01-18",22.2794520547945,5.1,30.5,29,4.66,104,7.75
"1269",15614,20040739,2004,"OG",76.4,316,"Shannon","Snell","Shannon Snell","OG",32611,"2526130","Florida",74,310,"1982-04-27",22.0082191780822,5.8,25.5,21,4.91,93,8.38
"1270",15615,20040104,2004,"DT",74.3,317,"Isaac","Sopoaga","Isaac Sopoaga","DT",96813,"2506052","Hawaii",74,330,"1981-09-04",22.6520547945205,5,30.5,42,4.66,99,7.79
"1271",15616,20040182,2004,"ILB",74.5,242,"Cody","Spencer","Cody Spencer","LB",76203,"2506070","North Texas",74,245,"1981-06-01",22.9123287671233,4.67,34.5,27,4.08,116,6.94
"1273",15618,20040075,2004,"OT",79,350,"Max","Starks","Max Starks","OT",32611,"2505980","Florida",80,345,"1982-01-10",22.3013698630137,5.43,27.5,21,4.65,98,7.88
"1279",15624,20040162,2004,"FB",73.4,245,"Thomas","Tapeh","Thomas Tapeh","RB",55455,"2505992","Minnesota",73,243,"1980-03-28",24.0904109589041,4.77,32.5,23,4.52,114,7.65
"1281",15626,20040189,2004,"DT",74.5,290,"Craig","Terrill","Craig Terrill","DT",47906,"2505897","Purdue",74,296,"1980-06-27",23.841095890411,5.23,26.5,28,4.1,100,7.39
"1282",15627,20040146,2004,"OG",77.3,313,"Jeb","Terry","Jeb Terry","OG",27599,"2506090","North Carolina",77,311,"1981-04-10",23.0547945205479,5.18,29,27,4.98,105,8.03
"1284",15629,20040070,2004,"CB",72.9,195,"Joey","Thomas","Joey Thomas","DB",59717,"2506039","Montana State",73,190,"1980-08-29",23.6684931506849,4.46,38.5,17,3.88,122,6.82
"1285",15630,20040150,2004,"CB",72,189,"Chris","Thompson","Chris Thompson","DB",70301,"2506066","Nicholls State (LA)",72,189,"1982-05-19",21.9479452054795,4.5,35,12,4.14,117,7.09
"1288",15633,20040636,2004,"OLB",71.8,224,"Deryck","Toles","Deryck Toles","LB",16802,"2505814","Penn State",71,224,"1980-12-30",23.3315068493151,4.62,37,24,4.23,112,7.12
"1289",15634,20040097,2004,"DE",74.1,254,"Reggie","Torbor","Reggie Torbor","DE",36849,"2506003","Auburn",74,258,"1981-01-25",23.2602739726027,4.7,34,16,4.46,120,7.48
"1292",15637,20040196,2004,"OLB",76.1,242,"Sean","Tufts","Sean Tufts","LB",80309,"2505693","Colorado",76,245,"1982-03-26",22.0958904109589,4.66,34.5,21,3.94,118,6.94
"1293",15638,20040154,2004,"RB",70.5,237,"Michael","Turner","Michael Turner","RB",60115,"2506014","Northern Illinois",70,247,"1982-02-13",22.2082191780822,4.49,31,22,4.15,114,7.5
"1294",15639,20040534,2004,"DE",76.5,281,"Khaleed","Vaughn","Khaleed Vaughn","DE",29631,"2505765","Clemson",76,278,"1981-05-20",22.9452054794521,5.02,31.5,14,4.35,113,7.38
"1295",15640,20040124,2004,"CB",70.9,187,"Michael","Waddell","Michael Waddell","DB",27599,"2506060","North Carolina",70,180,"1981-01-09",23.3041095890411,4.33,37.5,14,4.03,121,6.84
"1296",15641,20040416,2004,"FB",72.4,248,"Alex","Wade","Alex Wade","FB",27708,"M000117","Duke",72,248,"1981-02-12",23.2109589041096,4.97,32.5,22,4.41,114,7.5
"1299",15644,20040072,2004,"DT",77.5,332,"Donnell","Washington","Donnell Washington","DT",29631,"2506040","Clemson",78,330,"1981-02-06",23.227397260274,5.03,31,34,4.88,109,7.8
"1300",15645,20040236,2004,"FS",74.1,223,"Rashad","Washington","Rashad Washington","S",66506,"2505884","Kansas State",73,217,"1980-03-15",24.1260273972603,4.61,34,14,4.02,116,7.06
"1301",15646,20040032,2004,"TE",75.5,258,"Benjamin","Watson","Benjamin Watson","TE",30602,"2506122","Georgia",75,251,"1980-12-18",23.3643835616438,4.52,35.5,34,4.11,123,7.38
"1302",15647,20040060,2004,"OLB",73.4,237,"Courtney","Watson","Courtney Watson","LB",46556,"2506035","Notre Dame",73,246,"1980-09-18",23.613698630137,4.56,36.5,22,4.35,114,7.39
"1303",15648,20040251,2004,"C",73.9,300,"Scott","Wells","Scott Wells","C",37998,"2506025","Tennessee",74,302,"1981-01-07",23.3095890410959,5.26,31,31,4.35,109,7.56
"1308",15653,20040101,2004,"OLB",72.8,232,"Demorrio","Williams","Demorrio Williams","LB",68588,"2505911","Nebraska",73,235,"1980-07-06",23.8164383561644,4.54,37,16,4.11,125,7.02
"1310",15655,20040618,2004,"FS",71.5,207,"Quintin","Williams","Quintin Williams","S",27106,"2505807","Wake Forest",70,204,"1982-09-24",21.5972602739726,4.61,37,21,4.09,122,7.28
"1311",15656,20040672,2004,"RB",67.5,193,"Shaud","Williams","Shaud Williams","RB",35487,"2505829","Alabama",67,193,"1980-10-02",23.5753424657534,4.71,34,15,4.15,114,7.01
"1316",15661,20040061,2004,"TE",74,248,"Kris","Wilson","Kris Wilson","TE",15260,"2505918","Pittsburgh",74,245,"1981-08-22",22.6876712328767,4.62,35,24,4.13,119,6.89
"1317",15662,20040151,2004,"OT",78.8,314,"Mark","Wilson","Mark Wilson","OT",94720,"2505919","California",79,320,"1980-11-11",23.4657534246575,5.38,28.5,24,4.49,108,7.53
"1318",15663,20040219,2004,"RB",69.4,225,"Quincy","Wilson","Quincy Wilson","RB",26506,"2505995","West Virginia",69,220,"1981-04-26",23.0109589041096,4.6,33.5,26,4.36,118,7.68
"1319",15664,20040575,2004,"FB",75.5,256,"Travis","Wilson","Travis Wilson","FB",66506,"M000621","Kansas State",76,240,"1981-05-31",22.9150684931507,4.85,33,25,4.36,109,7.56
"1324",15669,20040619,2004,"RB",72,222,"Renaldo","Works","Renaldo Works","RB",73019,"M000294","Oklahoma",73,209,"1981-12-10",22.386301369863,4.72,30.5,21,4.09,115,7.25
"1326",15671,20040192,2004,"CB",69.3,175,"Dexter","Wynn","Dexter Wynn","DB",80523,"2505961","Colorado State",69,175,"1981-02-25",23.1753424657534,4.49,39,13,3.9,123,6.7
"1328",15673,20050162,2005,"OT",77.13,310,"Anthony","Alabi","Anthony Alabi","OT",76109,"2506497","Texas Christian",77,315,"1981-02-16",24.1972602739726,5.23,32.5,18,4.6,100,7.62
"1329",15674,20050645,2005,"DT",74,289,"Lorenzo","Alexander","Lorenzo Alexander","LB",94720,"2506268","California",73,245,"1983-05-31",21.9123287671233,5.16,29.5,28,4.55,106,7.53
"1332",15677,20050211,2005,"OT",79.13,325,"Calvin","Armstrong","Calvin Armstrong","OT",99164,"2506544","Washington State",79,320,"1982-03-31",23.0794520547945,5.52,34,26,4.66,93,7.62
"1333",15678,20050044,2005,"RB",68.88,214,"J.J.","Arrington","J.J. Arrington","RB",94720,"2506383","California",69,212,"1983-01-23",22.2630136986301,4.45,35,18,4.1,116,6.81
"1335",15680,20050432,2005,"DE",76,279,"Adrian","Awasom","Adrian Awasom","DE",76203,"2506152","North Texas",76,270,"1983-10-25",21.5095890410959,4.93,32.5,23,4.4,107,7.57
"1336",15681,20050033,2005,"OG",76.5,319,"David","Baas","David Baas","C",48109,"2506372","Michigan",76,312,"1981-09-28",23.5835616438356,5.07,29.5,29,4.46,102,7.5
"1337",15682,20050059,2005,"DT",74.1,286,"Jonathan","Babineaux","Jonathan Babineaux","DT",52242,"2506398","Iowa",74,300,"1981-10-12",23.5452054794521,4.9,29.5,21,4.57,109,7.7
"1338",15683,20050249,2005,"TE",76.88,261,"Billy","Bajema","Billy Bajema","TE",74078,"2506578","Oklahoma State",76,259,"1982-10-31",22.4931506849315,4.78,31.5,16,4.25,111,7.05
"1340",15685,20050052,2005,"OT",77.75,305,"Khalif","Barnes","Khalif Barnes","OT",98195,"2506391","Washington",78,320,"1982-04-21",23.0219178082192,4.99,35,26,4.54,104,7.57
"1343",15688,20050090,2005,"OLB",75,233,"Jordan","Beck","Jordan Beck","LB",93407,"2506429","Cal Poly-San Luis Obispo",74,235,"1983-04-18",22.0301369863014,4.6,41,25,4.12,128,7.11
"1344",15689,20050612,2005,"TE",76.38,265,"Adam","Bergen","Adam Bergen","TE",18015,"2506243","Lehigh (PA)",76,267,"1983-09-03",21.6520547945205,4.84,38,25,4.1,118,7.11
"1345",15690,20050207,2005,"OT",77.5,303,"Joe","Berger","Joe Berger","C",49931,"2506540","Michigan Tech",77,305,"1982-05-25",22.9287671232877,5.2,27,30,4.62,96,7.77
"1346",15691,20050208,2005,"FS",74.8,204,"Justin","Beriault","Justin Beriault","S",47306,"2506541","Ball State (IN)",75,210,"1981-08-23",23.6821917808219,4.57,39.5,14,3.8,124,6.92
"1348",15693,20050742,2005,"SS",70.8,214,"Atari","Bigby","Atari Bigby","S",32816,"2506329","Central Florida",71,211,"1981-09-19",23.6082191780822,4.65,35,19,4.1,106,7
"1349",15694,20050638,2005,"RB",69.75,210,"DeCori","Birmingham","DeCori Birmingham","RB",72701,"2506262","Arkansas",70,210,"1982-11-22",22.4328767123288,4.59,34.5,14,4.28,115,7.13
"1350",15695,20050095,2005,"OLB",74.6,247,"Darryl","Blackstock","Darryl Blackstock","LB",22904,"2506434","Virginia",75,245,"1983-05-30",21.9150684931507,4.72,39,25,4.29,126,7.05
"1356",15701,20050480,2005,"SS",73.4,216,"Jamaal","Brimmer","Jamaal Brimmer","S",89154,"M000006","Nevada-Las Vegas",73,215,"1982-06-29",22.8328767123288,4.87,32,16,4.63,108,7.78
"1358",15703,20050434,2005,"OG",77.5,309,"C.J.","Brooks","C.J. Brooks","OG",20740,"2506153","Maryland",77,310,"1982-08-21",22.6876712328767,5.17,31.5,24,4.56,108,7.61
"1359",15704,20050222,2005,"RB",71.5,250,"Nehemiah","Broughton","Nehemiah Broughton","FB",29409,"2506554","Citadel",71,255,"1982-11-04",22.4821917808219,4.61,30,25,4.28,108,7.54
"1361",15706,20050124,2005,"C",74.8,313,"Jason","Brown","Jason Brown","C",27599,"2506461","North Carolina",75,320,"1983-05-05",21.9835616438356,5.5,30.5,23,4.51,102,7.72
"1363",15708,20050002,2005,"RB",72.25,233,"Ronnie","Brown","Ronnie Brown","RB",36849,"2506341","Auburn",72,223,"1981-12-12",23.3780821917808,4.46,34,18,4.08,117,7.1
"1364",15709,20050478,2005,"OT",76.5,318,"Tim","Brown","Tim Brown","OT",26506,"2510457","West Virginia",77,313,"1980-05-12",24.9643835616438,5.67,29,23,4.92,89,7.84
"1365",15710,20050439,2005,"CB",75.5,221,"Brandon","Browner","Brandon Browner","DB",97331,"2506155","Oregon State",76,221,"1984-08-02",20.7369863013699,4.67,36.5,13,4.24,120,7.2
"1366",15711,20050178,2005,"DT",75,337,"Anthony","Bryant","Anthony Bryant","DT",35487,"2506513","Alabama",75,360,"1981-11-06",23.4767123287671,5.1,31.5,23,4.68,106,7.8
"1367",15712,20050652,2005,"OG",77.3,311,"Doug","Buckles","Doug Buckles","OG",38677,"M000684","Mississippi",77,311,"1982-06-18",22.8630136986301,5.52,23.5,18,4.8,88,8.17
"1368",15713,20050107,2005,"OG",75.9,320,"Dan","Buenning","Dan Buenning","OG",53706,"2506445","Wisconsin",76,300,"1981-10-26",23.5068493150685,5.35,28,29,4.59,106,7.9
"1370",15715,20050614,2005,"DT",75.5,294,"Tim","Bulman","Tim Bulman","DT",2459,"2506245","Boston",76,281,"1982-10-31",22.4931506849315,4.94,32.5,35,4.2,115,7.23
"1372",15717,20050092,2005,"DE",72.4,267,"Vincent","Burns","Vincent Burns","DE",40506,"2506431","Kentucky",74,260,"1981-06-21",23.8547945205479,4.9,35,25,4.41,119,7.24
"1374",15719,20050476,2005,"FS",73.9,213,"James","Butler","James Butler","S",30332,"2506176","Georgia Tech",75,218,"1982-09-07",22.641095890411,4.58,40.5,16,3.98,127,7.1
"1376",15721,20050117,2005,"SS",71.4,220,"Jerome","Carter","Jerome Carter","S",32306,"2506131","Florida State",71,219,"1982-10-25",22.5095890410959,4.49,35,21,4.04,116,7.18
"1382",15727,20050201,2005,"RB",69.8,196,"DeAndra","Cobb","DeAndra Cobb","RB",48824,"2506535","Michigan State",70,196,"1981-05-18",23.9479452054795,4.53,34,17,4.25,118,7.13
"1384",15729,20050706,2005,"DT",76.9,288,"Eric","Coleman","Eric Coleman","DE",29631,"M000008","Clemson",77,288,"1982-08-06",22.7287671232877,5.15,33,27,4.71,118,7.42
"1386",15731,20050051,2005,"CB",71.1,206,"Nick","Collins","Nick Collins","S",32114,"2506390","Bethune-Cookman (FL)",71,207,"1983-08-16",21.7013698630137,4.42,40,11,4.16,113,6.94
"1388",15733,20050408,2005,"OT",75.63,311,"Dan","Connolly","Dan Connolly","OG",63701,"2506137","S.E. Missouri State",76,305,"1982-09-02",22.6547945205479,5.26,28.5,22,4.54,102,7.65
"1389",15734,20050102,2005,"FS",72.1,212,"Sean","Considine","Sean Considine","S",52242,"2506440","Iowa",72,212,"1982-12-17",22.3643835616438,4.53,37,19,3.92,116,7.09
"1391",15736,20050143,2005,"C",75.4,310,"Junius","Coston","Junius Coston","C",27411,"2506310","North Carolina A&T",75,313,"1983-11-05",21.4794520547945,5.34,29.5,21,4.56,101,7.93
"1394",15739,20050501,2005,"CB",70.9,181,"Markus","Curry","Markus Curry","DB",48109,"2506316","Michigan",71,177,"1981-04-07",24.0602739726027,4.62,35,12,3.89,113,7.04
"1396",15741,20050580,2005,"OT",78.13,299,"Harvey","Dahl","Harvey Dahl","OT",89557,"2506225","Nevada",77,306,"1981-06-24",23.8465753424658,5.42,27,17,4.58,99,8.16
"1399",15744,20050128,2005,"DE",73.9,273,"Chauncey","Davis","Chauncey Davis","DE",32306,"2506465","Florida State",74,271,"1983-01-27",22.2520547945205,4.84,37,22,4.44,117,7.66
"1403",15748,20050198,2005,"TE",76.25,260,"Joel","Dreessen","Joel Dreessen","TE",80523,"2506531","Colorado State",76,245,"1982-07-26",22.758904109589,4.77,36,22,4.01,111,7.09
"1405",15750,20050625,2005,"FB",72.5,238,"Kevin","Dudley","Kevin Dudley","FB",48109,"2506254","Michigan",72,238,"1982-01-02",23.3205479452055,4.96,30,19,4.56,109,7.25
"1410",15755,20050089,2005,"DT",76.3,305,"Atiyyah","Ellison","Atiyyah Ellison","DT",65211,"2506428","Missouri",75,315,"1981-09-29",23.5808219178082,5.1,27.5,25,4.79,99,8
"1414",15759,20050658,2005,"ILB",72.1,249,"Liam","Ezekiel","Liam Ezekiel","LB",2115,"2506276","Northeastern",72,249,"1982-10-30",22.4958904109589,4.83,34.5,36,4.12,117,7.27
"1415",15760,20050479,2005,"SS",70.1,223,"Diamond","Ferri","Diamond Ferri","S",13244,"2506177","Syracuse",70,223,"1981-08-06",23.7287671232877,4.64,35.5,20,4.14,111,7.15
"1417",15762,20050082,2005,"ILB",74,238,"Alfred","Fincher","Alfred Fincher","LB",6269,"2506421","Connecticut",73,250,"1983-08-15",21.7041095890411,4.68,31.5,25,4.48,112,7.7
"1420",15765,20050097,2005,"CB",71.1,184,"Domonique","Foxworth","Domonique Foxworth","DB",20740,"2506436","Maryland",71,180,"1983-03-27",22.0904109589041,4.39,41,14,3.89,125,6.78
"1421",15766,20050610,2005,"FS",73.9,211,"Aaron","Francisco","Aaron Francisco","DB",84602,"2506241","BYU",74,207,"1983-07-05",21.8164383561644,4.76,35,17,4.07,110,6.96
"1422",15767,20050574,2005,"DE",77.6,288,"Simon","Fraser","Simon Fraser","DL",43210,"2506221","Ohio State",78,274,"1983-03-27",22.0904109589041,5.05,28,23,4.43,102,7.54
"1423",15768,20050421,2005,"DE",76.6,234,"Andre","Frazier","Andre Frazier","LB",45221,"2506145","Cincinnati",77,245,"1982-06-29",22.8328767123288,4.72,38,19,4.12,123,7.09
"1427",15772,20050236,2005,"RB",71.6,222,"Lionel","Gates","Lionel Gates","RB",40292,"2506568","Louisville",72,223,"1982-03-13",23.1287671232877,4.72,36,23,4.1,118,7.17
"1428",15773,20050197,2005,"OT",75.75,322,"Justin","Geisinger","Justin Geisinger","OG",37240,"2506530","Vanderbilt",74,315,"1982-05-24",22.9315068493151,5.38,25,34,4.62,92,7.87
"1429",15774,20050119,2005,"C",76,302,"Eric","Ghiaciuc","Eric Ghiaciuc","C",48858,"2506456","Central Michigan",76,303,"1981-05-28",23.9205479452055,5.14,32,30,4.56,102,7.87
"1432",15777,20050206,2005,"OLB",72.3,238,"Jonathan","Goddard","Jonathan Goddard","LB",25755,"2506539","Marshall",72,245,"1981-05-11",23.9671232876712,4.7,35,27,4.14,107,7.48
"1434",15779,20050412,2005,"RB",73.1,215,"Ryan","Grant","Ryan Grant","RB",46556,"2506140","Notre Dame",73,222,"1982-12-09",22.386301369863,4.5,33.5,17,4.12,115,7.08
"1436",15781,20050158,2005,"FB",71.38,251,"Justin","Green","Justin Green","FB",59812,"2506493","Montana",71,251,"1982-04-30",22.9972602739726,4.91,31,23,4.21,106,7.24
"1438",15783,20050504,2005,"TE",77.25,284,"Kelly","Griffeth","Kelly Griffeth","TE",67601,"2506608","Fort Hays State (KS)",77,298,"1982-04-11",23.0493150684932,4.93,28,21,4.27,101,7.25
"1440",15785,20050655,2005,"SS",70.8,218,"Matt","Grootegoed","Matt Grootegoed","LB",90089,"2506274","USC",70,218,"1982-05-06",22.9808219178082,4.68,31.5,22,4.26,107,7.17
